ms
60
60
60
60
60
60
63
60
63
60
63
60
63
60
63
63
52
63
52
63
52
63
52
52
51
52
51
52
51
52
51
52
51
52
51
136
52
51
136
52
51
136
52
51
136
51
136
43
51
136
43
51
136
43
51
136
43
136
43
43
136
43
43
136
43
43
136
43
43
43
43
58
43
43
58
43
43
58
43
43
58
43
58
55
43
58
55
43
58
55
43
58
55
58
55
47
58
55
47
58
55
47
58
55
47
55
47
58
55
47
58
55
47
58
55
47
58
47
58
64
47
58
64
47
58
64
47
58
64
58
64
55
58
64
55
58
64
55
58
64
55
64
55
51
64
55
51
64
55
51
64
55
51
55
51
54
55
51
54
55
51
54
55
51
54
51
54
47
51
54
47
51
54
47
51
54
47
54
47
48
54
47
48
54
47
48
54
47
48
47
48
44
47
48
44
47
48
44
47
48
44
48
44
38
48
44
38
48
44
38
44
38
38
44
38
38
44
38
38
44
38
38
38
38
40
38
38
40
38
38
40
60
63
52
51
136
43
43
58
55
47
58
64
55
51
54
47
48
44
38
38
40
109
109
109
109
109
109
109
109
109
558
109
558
109
558
109
558
109
558
109
558
558
176
558
176
558
176
558
176
558
176
150
176
150
176
150
176
150
176
150
60
176
150
60
176
150
60
176
150
60
150
60
48
150
60
48
150
60
48
150
60
48
60
48
78
60
48
78
60
48
78
60
48
78
48
78
81
48
78
81
48
78
81
48
78
81
78
81
42
78
81
42
78
81
42
78
81
42
81
42
50
81
42
50
81
42
50
81
42
50
42
50
76
42
50
76
42
50
76
42
50
76
50
76
53
50
76
53
50
76
53
50
76
53
52
76
53
52
76
53
52
76
53
52
53
52
54
53
52
54
53
52
54
53
52
54
52
54
50
52
54
50
52
54
50
52
54
50
54
50
65
54
50
65
54
50
65
54
50
65
50
65
106
50
65
106
50
65
106
50
65
106
65
106
65
65
106
65
65
106
65
65
106
65
106
65
49
106
65
49
106
65
49
106
65
49
65
49
56
65
49
56
65
49
56
65
49
56
109
558
176
150
60
48
78
81
42
50
76
53
52
54
50
65
106
65
49
56
54
54
54
54
54
90
54
90
54
90
54
90
54
90
54
54
90
54
54
90
54
54
90
54
54
90
54
38
54
90
54
38
54
90
54
38
54
90
54
38
90
54
38
60
90
54
38
60
90
54
38
60
90
54
38
60
90
54
38
60
73
54
38
60
73
54
38
60
73
54
38
60
73
38
60
73
36
38
60
73
36
38
60
73
36
38
60
73
36
60
73
36
45
60
73
36
45
60
73
36
45
60
73
36
45
73
36
45
37
73
36
45
37
73
36
45
37
73
36
45
37
73
36
45
37
79
73
36
45
37
79
73
36
45
37
79
36
45
37
79
38
36
45
37
79
38
36
45
37
79
38
36
45
37
79
38
45
37
79
38
45
45
37
79
38
45
45
37
79
38
45
37
79
38
45
54
37
79
38
45
54
37
79
38
45
54
37
79
38
45
54
79
38
45
54
45
79
38
45
54
45
79
38
45
54
45
79
38
45
54
45
38
45
54
45
43
38
45
54
45
43
38
45
54
45
43
38
45
54
45
43
77
45
54
45
43
77
45
54
45
43
77
45
54
45
43
77
54
45
43
77
100
54
45
43
77
100
54
45
43
77
100
54
45
43
77
100
45
43
77
100
45
45
